Frequency,User,Location,State,County,Last Confirmed,Monitored From,Strength (1-5),Notes,Mode,Licensee,Allocation,Profile,Transmitter Location,URL
47.2000,"Maryland State Highway Administration Ch. 5 - District 3 (Montgomery, Prince George's)",,MD,,,,,,,,,"Frederick, MD"
47.2600,"Maryland State Highway Administration Ch. 2 - District 4 (Baltimore, Hartford) ",,MD,,,,,,,,,"Frederick, MD"
47.3200,Maryland State Highway Administration Ch. 1 - Statewide,,MD,,,,,,,,,"Frederick, MD"
47.4000,"Maryland State Highway Administration Ch. 3 - District 1 (Dorchester, Somerset, Wicomico, Worcester) ",,MD,,,,,,,,,"Frederick, MD"
47.5000,Maryland State,,MD,,,,,,,,,"Frederick, MD"
47.6000,Maryland State,,MD,,,,,,,,,"Frederick, MD"
143.0400,Maryland Emergency Operations Centers (EOC) Net,,MD,,,,,,,,,"Frederick, MD"
150.9950,Maryland Transportation Management Center,,MD,,,,,,,,,"Frederick, MD"
151.0400,Maryland State Police Barracks - I95 Patrol,,MD,,,,,,,,,"Frederick, MD"
151.1450,Maryland DNR Ch. 3 - Forestry/Parks Statewide,,MD,,,,,,,,,"Frederick, MD"
151.2500,Maryland DNR Ch. 6 - Forestry Southern,,MD,,,,,,,,,"Frederick, MD"
151.3100,Maryland DNR Ch. 7 - Parks/Enforcement Southern,,MD,,,,,,,,,"Frederick, MD"
151.3250,Maryland DNR Ch. 2 - Parks/Enforcement Eastern/Western,,MD,,,,,,,,,"Frederick, MD"
151.3550,Maryland DNR Ch. 4 - Forestry Central,,MD,,,,,,,,,"Frederick, MD"
151.4150,Maryland DNR Ch. 5 - Parks/Enforcement - Central,,MD,,,,,,,,,"Frederick, MD"
151.4600,Maryland DNR Ch. 1 - Forestry Eastern/Western,,MD,,,,,,,,,"Frederick, MD"
155.1900,Maryland State Police Barrick-to-Barrick,,MD,,,,,,,,,"Frederick, MD"
159.2400,Maryland DNR ,,MD,,,,,,,,,"Frederick, MD"
159.2700,Maryland DNR ,,MD,,,,,,,,,"Frederick, MD"
159.2850,Maryland DNR Ch. 8 - Forest Fire Common,,MD,,,,,,,,,"Frederick, MD"
159.4050,Maryland DNR ,,MD,,,,,,,,,"Frederick, MD"
159.4500,Maryland DNR Parks Statewide (Base: Tawes/Long Hill),,MD,,,,,,,,,"Frederick, MD"
166.9500,Ft. McHenry National Historic Park,Baltimore,MD,,,,,,,,,"Frederick, MD"
172.2750,Maryland DNR ,,MD,,,,,,,,,"Frederick, MD"
453.0500,Maryland State Highway,,MD,,,,,,,,,"Frederick, MD"
453.2500,Maryland State Transportation Authority,,MD,,,,,,,,,"Frederick, MD"
488.4875,Maryland State,,MD,,,,,,,,,"Frederick, MD"
489.4875,Maryland State,,MD,,,,,,,,,"Frederick, MD"
46.1800,"Adams County, PA Fire",,PA,Adams,,,,,,,,"Frederick, MD"
46.1600,"Franklin County, PA Fire",,PA,Franklin,,,,,,,,"Frederick, MD"
33.9000,"York County, PA Fire",,PA,York,,,,,,,,"Frederick, MD"
29.6000,10-meter Amateur Radio Calling Frequency,Nationwide,US,,,,,,,,,"Frederick, MD"
121.5000,US Aero Emergency,Nationwide,US,,,,,,,,,"Frederick, MD"
146.4900,Ham railfan,Nationwide,US,,,,,,,,,"Frederick, MD"
146.5650,Ham railfan,Nationwide,US,,,,,,,,,"Frederick, MD"
148.1375,Civil Air Patrol Ground Operations,Nationwide,US,,,,,,,,,"Frederick, MD"
148.1500,Civil Air Patrol,Nationwide,US,,,,,,,,,"Frederick, MD"
149.5375,Civil Air Patrol Air-to-Ground Operations,Nationwide,US,,,,,,,,,"Frederick, MD"
151.5050,Itinerant,Nationwide,US,,,,,,,,,"Frederick, MD"
151.6250,Red Dot,Nationwide,US,,,,,,,,,"Frederick, MD"
151.9550,Purple Dot,Nationwide,US,,,,,,,,,"Frederick, MD"
154.5700,Blue Dot,Nationwide,US,,,,,,,,,"Frederick, MD"
154.6000,Green Dot,Nationwide,US,,,,,,,,,"Frederick, MD"
155.1600,National Search and Rescue,Nationwide,US,,,,,,,,,"Frederick, MD"
155.1750,National Search and Rescue,Nationwide,US,,,,,,,,,"Frederick, MD"
155.4750,Nationwide Police Mutual Aid,Nationwide,US,,,,,,,,,"Frederick, MD"
158.4000,Itinerant,Nationwide,US,,,,,,,,,"Frederick, MD"
160.2300,OML& Metro Sub. Road,Nationwide,US,,,,,,,,,"Frederick, MD"
160.2900,CSX Yard - Amtrak DC Area,Nationwide,US,,,,,,,,,"Frederick, MD"
160.3200,OML& Metro Sub. Dispatch.,Nationwide,US,,,,,,,,,"Frederick, MD"
160.5450,FCEN Dispatcher,Nationwide,US,,,,,,,,,"Frederick, MD"
160.5600,CSX Police,Nationwide,US,,,,,,,,,"Frederick, MD"
160.7850,CSX MoW / Engineering,Nationwide,US,,,,,,,,,"Frederick, MD"
160.8000,Ex-Conrail Ch. 1 - Landover Line,Nationwide,US,,,,,,,,,"Frederick, MD"
160.8450,Autotrain,Nationwide,US,,,,,,,,,"Frederick, MD"
160.8750,CSX Police,Nationwide,US,,,,,,,,,"Frederick, MD"
160.8900,Amtrak PBX,Nationwide,US,,,,,,,,,"Frederick, MD"
160.9200,CSX Dispatcher AA'',Nationwide,US,,,,,,,,,"Frederick, MD"
161.1000,CSX Yard - Ex WM road,Nationwide,US,,,,,,,,,"Frederick, MD"
161.2650,Amtrak PBX,Nationwide,US,,,,,,,,,"Frederick, MD"
161.2950,Amtrak police,Nationwide,US,,,,,,,,,"Frederick, MD"
